G1;G2;|G1|;|G2|;Coeff Vars;Coeff Lits;
 [f('$VAR'(10)),g('$VAR'(6),'$VAR'(9)),i('$VAR'(1),'$VAR'(5)),h('$VAR'(8),'$VAR'(10),'$VAR'(9)),h('$VAR'(2),'$VAR'(2),'$VAR'(8)),f('$VAR'(9)),f('$VAR'(8)),f('$VAR'(10)),f('$VAR'(9)),f('$VAR'(6)),i('$VAR'(9),'$VAR'(10))]; [g('$VAR'(11),'$VAR'(17)),f('$VAR'(14)),f('$VAR'(15)),g('$VAR'(14),T),i(T,'$VAR'(13)),h('$VAR'(14),'$VAR'(16),T),f('$VAR'(12)),g('$VAR'(11),'$VAR'(11)),f('$VAR'(13)),f(R),g(T,'$VAR'(16)),h(S,'$VAR'(12),R),h('$VAR'(15),'$VAR'(12),'$VAR'(11)),h('$VAR'(15),'$VAR'(15),S),g('$VAR'(12),'$VAR'(13)),f(R),f(S),i('$VAR'(11),S)];11;18;604800;120960;
 [h('$VAR'(2),'$VAR'(6),'$VAR'(10)),i('$VAR'(1),'$VAR'(8)),i('$VAR'(8),'$VAR'(2)),h('$VAR'(2),'$VAR'(8),'$VAR'(5)),h('$VAR'(2),'$VAR'(7),'$VAR'(5)),g('$VAR'(6),'$VAR'(3)),h('$VAR'(4),'$VAR'(1),'$VAR'(8)),i('$VAR'(8),'$VAR'(1)),i('$VAR'(3),'$VAR'(3)),g('$VAR'(1),'$VAR'(9)),f('$VAR'(1)),f('$VAR'(9)),i('$VAR'(8),'$VAR'(5)),g('$VAR'(3),'$VAR'(3)),f('$VAR'(3)),f('$VAR'(2)),f('$VAR'(9))]; [i('$VAR'(11),S),i('$VAR'(11),'$VAR'(14)),i('$VAR'(16),'$VAR'(15)),h('$VAR'(15),'$VAR'(12),'$VAR'(12)),i(T,R),g('$VAR'(14),T),h(T,'$VAR'(13),'$VAR'(14)),h(R,'$VAR'(16),'$VAR'(13)),i('$VAR'(15),'$VAR'(13)),g('$VAR'(17),R),h('$VAR'(17),T,'$VAR'(16)),h('$VAR'(12),'$VAR'(11),'$VAR'(13)),h(T,'$VAR'(13),T),g(R,'$VAR'(11)),i('$VAR'(16),T),g('$VAR'(16),'$VAR'(12))];17;16;3628800;103680;
 [h('$VAR'(6),'$VAR'(6),'$VAR'(2)),i('$VAR'(1),'$VAR'(9)),h('$VAR'(10),'$VAR'(6),'$VAR'(7)),i('$VAR'(8),'$VAR'(1)),h('$VAR'(2),'$VAR'(7),'$VAR'(5)),h('$VAR'(3),'$VAR'(7),'$VAR'(3)),f('$VAR'(6)),g('$VAR'(6),'$VAR'(1)),h('$VAR'(1),'$VAR'(2),'$VAR'(1)),h('$VAR'(2),'$VAR'(1),'$VAR'(8)),i('$VAR'(7),'$VAR'(6)),h('$VAR'(4),'$VAR'(4),'$VAR'(1)),g('$VAR'(1),'$VAR'(3)),g('$VAR'(10),'$VAR'(9)),h('$VAR'(5),'$VAR'(3),'$VAR'(3)),h('$VAR'(7),'$VAR'(9),'$VAR'(5))]; [f('$VAR'(12)),i('$VAR'(15),T),g('$VAR'(15),'$VAR'(17)),h(R,'$VAR'(13),'$VAR'(12)),g('$VAR'(16),'$VAR'(13)),g('$VAR'(15),'$VAR'(16)),i('$VAR'(11),'$VAR'(17)),h('$VAR'(13),'$VAR'(17),'$VAR'(13)),h('$VAR'(16),R,'$VAR'(16)),g('$VAR'(11),'$VAR'(13)),h('$VAR'(12),'$VAR'(15),'$VAR'(13)),h('$VAR'(17),R,'$VAR'(14)),h(S,'$VAR'(15),'$VAR'(11)),h(T,'$VAR'(11),'$VAR'(16)),h('$VAR'(16),'$VAR'(12),'$VAR'(13))];16;15;3628800;103680;
 [i('$VAR'(4),'$VAR'(5)),i('$VAR'(10),'$VAR'(8)),i('$VAR'(4),'$VAR'(2)),f('$VAR'(3)),h('$VAR'(3),'$VAR'(6),'$VAR'(2)),i('$VAR'(8),'$VAR'(5)),g('$VAR'(10),'$VAR'(10)),h('$VAR'(10),'$VAR'(8),'$VAR'(1)),f('$VAR'(9)),g('$VAR'(4),'$VAR'(5)),i('$VAR'(2),'$VAR'(6)),f('$VAR'(5)),i('$VAR'(3),'$VAR'(2)),h('$VAR'(5),'$VAR'(9),'$VAR'(7)),g('$VAR'(5),'$VAR'(10))]; [h('$VAR'(16),'$VAR'(14),'$VAR'(12)),i('$VAR'(15),'$VAR'(13)),i('$VAR'(11),'$VAR'(14)),f('$VAR'(16)),h(S,'$VAR'(13),R),h(R,'$VAR'(11),'$VAR'(14)),f('$VAR'(13)),i(R,'$VAR'(16)),i('$VAR'(11),T),g('$VAR'(14),'$VAR'(14)),f('$VAR'(11)),f('$VAR'(17)),g('$VAR'(12),S),g(R,S),h('$VAR'(17),T,T)];15;15;3628800;103680;
 [i('$VAR'(5),'$VAR'(10)),i('$VAR'(2),'$VAR'(8)),f('$VAR'(4)),g('$VAR'(7),'$VAR'(7)),i('$VAR'(1),'$VAR'(4)),i('$VAR'(1),'$VAR'(1)),g('$VAR'(4),'$VAR'(6)),g('$VAR'(2),'$VAR'(2)),i('$VAR'(6),'$VAR'(5)),h('$VAR'(10),'$VAR'(2),'$VAR'(2)),i('$VAR'(3),'$VAR'(8)),h('$VAR'(4),'$VAR'(3),'$VAR'(4)),i('$VAR'(5),'$VAR'(2)),f('$VAR'(9)),g('$VAR'(7),'$VAR'(6)),f('$VAR'(9)),f('$VAR'(2)),i('$VAR'(5),'$VAR'(2))]; [i('$VAR'(16),'$VAR'(12)),g(S,'$VAR'(13)),g('$VAR'(17),'$VAR'(12)),i(T,'$VAR'(15)),f(S),g(S,'$VAR'(17)),i('$VAR'(17),'$VAR'(16)),g('$VAR'(11),'$VAR'(16)),i(S,'$VAR'(14)),h('$VAR'(13),'$VAR'(13),'$VAR'(15)),h('$VAR'(16),'$VAR'(11),'$VAR'(13)),h('$VAR'(12),'$VAR'(12),R),g('$VAR'(16),R),g('$VAR'(12),S)];18;14;3628800;100800;
 [f('$VAR'(8)),h('$VAR'(1),'$VAR'(5),'$VAR'(4)),h('$VAR'(10),'$VAR'(10),'$VAR'(2)),f('$VAR'(1)),f('$VAR'(8)),g('$VAR'(6),'$VAR'(8)),g('$VAR'(3),'$VAR'(7)),h('$VAR'(3),'$VAR'(7),'$VAR'(5)),f('$VAR'(4)),f('$VAR'(9)),g('$VAR'(10),'$VAR'(3)),f('$VAR'(7)),i('$VAR'(7),'$VAR'(10)),f('$VAR'(8)),g('$VAR'(3),'$VAR'(2)),g('$VAR'(4),'$VAR'(7))]; [h('$VAR'(16),R,'$VAR'(13)),i('$VAR'(16),'$VAR'(13)),i('$VAR'(12),R),h('$VAR'(17),S,'$VAR'(15)),g('$VAR'(11),'$VAR'(11)),g(S,'$VAR'(17)),f('$VAR'(13)),i('$VAR'(12),R),f('$VAR'(17)),f('$VAR'(14)),g('$VAR'(16),R),i('$VAR'(13),'$VAR'(12)),g('$VAR'(16),'$VAR'(12))];16;13;1814400;100800;
 [h('$VAR'(1),'$VAR'(7),'$VAR'(9)),f('$VAR'(10)),i('$VAR'(8),'$VAR'(5)),f('$VAR'(10)),g('$VAR'(1),'$VAR'(1)),i('$VAR'(6),'$VAR'(9)),i('$VAR'(2),'$VAR'(10)),i('$VAR'(3),'$VAR'(7)),g('$VAR'(1),'$VAR'(6)),i('$VAR'(7),'$VAR'(5)),f('$VAR'(1)),h('$VAR'(7),'$VAR'(1),'$VAR'(4)),i('$VAR'(6),'$VAR'(8)),g('$VAR'(2),'$VAR'(5))]; [h(S,'$VAR'(12),R),f(T),g('$VAR'(17),'$VAR'(14)),i('$VAR'(17),T),g('$VAR'(12),S),h('$VAR'(14),T,S),g('$VAR'(15),'$VAR'(14)),f('$VAR'(13)),g(R,'$VAR'(17)),g('$VAR'(12),'$VAR'(14)),g('$VAR'(16),S),g('$VAR'(11),R),h('$VAR'(12),'$VAR'(17),'$VAR'(16)),h(S,'$VAR'(16),'$VAR'(17)),i('$VAR'(16),S)];14;15;3628800;90720;
 [h('$VAR'(9),'$VAR'(2),'$VAR'(3)),h('$VAR'(1),'$VAR'(3),'$VAR'(2)),h('$VAR'(6),'$VAR'(3),'$VAR'(5)),h('$VAR'(8),'$VAR'(3),'$VAR'(5)),i('$VAR'(10),'$VAR'(4)),i('$VAR'(4),'$VAR'(1)),i('$VAR'(1),'$VAR'(2)),g('$VAR'(8),'$VAR'(2)),h('$VAR'(9),'$VAR'(4),'$VAR'(3)),i('$VAR'(2),'$VAR'(7)),i('$VAR'(3),'$VAR'(10)),f('$VAR'(4)),h('$VAR'(5),'$VAR'(2),'$VAR'(2)),h('$VAR'(4),'$VAR'(2),'$VAR'(5)),i('$VAR'(10),'$VAR'(7))]; [f('$VAR'(15)),g('$VAR'(12),R),g('$VAR'(11),R),g('$VAR'(14),'$VAR'(15)),i('$VAR'(13),'$VAR'(11)),g(T,'$VAR'(13)),i('$VAR'(15),'$VAR'(17)),h('$VAR'(12),'$VAR'(14),'$VAR'(16)),h('$VAR'(15),S,'$VAR'(12)),g('$VAR'(14),S),f('$VAR'(15)),i('$VAR'(11),'$VAR'(15)),g('$VAR'(16),R),i(T,T),f('$VAR'(12)),h('$VAR'(12),'$VAR'(14),'$VAR'(12)),f(R)];15;17;3628800;86400;
 [h('$VAR'(2),'$VAR'(4),'$VAR'(3)),g('$VAR'(10),'$VAR'(2)),i('$VAR'(3),'$VAR'(8)),f('$VAR'(6)),i('$VAR'(3),'$VAR'(5)),i('$VAR'(10),'$VAR'(1)),g('$VAR'(9),'$VAR'(3)),g('$VAR'(7),'$VAR'(9)),f('$VAR'(6))]; [h('$VAR'(15),'$VAR'(12),'$VAR'(12)),g(T,'$VAR'(14)),i('$VAR'(12),'$VAR'(15)),i('$VAR'(14),'$VAR'(12)),f('$VAR'(17)),h('$VAR'(16),'$VAR'(14),'$VAR'(15)),h(R,'$VAR'(17),'$VAR'(11)),i('$VAR'(14),'$VAR'(11)),i('$VAR'(16),S),g(S,T),g('$VAR'(17),'$VAR'(13)),f('$VAR'(11)),g(T,'$VAR'(12)),f(R),i(S,'$VAR'(12)),g(S,'$VAR'(12)),f('$VAR'(16))];9;17;3628800;86400;
 [h('$VAR'(6),'$VAR'(7),'$VAR'(7)),i('$VAR'(7),'$VAR'(8)),g('$VAR'(1),'$VAR'(10)),i('$VAR'(6),'$VAR'(2)),g('$VAR'(3),'$VAR'(4)),g('$VAR'(4),'$VAR'(7)),i('$VAR'(1),'$VAR'(10)),g('$VAR'(5),'$VAR'(3)),g('$VAR'(9),'$VAR'(3)),h('$VAR'(7),'$VAR'(8),'$VAR'(1)),f('$VAR'(4)),f('$VAR'(9)),h('$VAR'(8),'$VAR'(6),'$VAR'(10)),f('$VAR'(6))]; [f('$VAR'(17)),f('$VAR'(15)),g('$VAR'(14),'$VAR'(16)),g(R,'$VAR'(15)),h(S,R,'$VAR'(17)),h('$VAR'(13),'$VAR'(15),'$VAR'(12)),f('$VAR'(14)),g(R,'$VAR'(11)),f('$VAR'(13)),g('$VAR'(15),'$VAR'(15)),i('$VAR'(11),'$VAR'(15)),i('$VAR'(12),'$VAR'(11)),i(R,'$VAR'(12)),f('$VAR'(12)),g(S,'$VAR'(11))];14;15;3628800;86400;
 [h('$VAR'(4),'$VAR'(1),'$VAR'(10)),h('$VAR'(9),'$VAR'(6),'$VAR'(10)),i('$VAR'(1),'$VAR'(6)),f('$VAR'(1)),i('$VAR'(9),'$VAR'(10)),f('$VAR'(8)),f('$VAR'(9)),g('$VAR'(10),'$VAR'(2)),f('$VAR'(8)),f('$VAR'(3)),h('$VAR'(3),'$VAR'(10),'$VAR'(7)),g('$VAR'(6),'$VAR'(3)),h('$VAR'(6),'$VAR'(3),'$VAR'(5)),h('$VAR'(10),'$VAR'(7),'$VAR'(1)),g('$VAR'(6),'$VAR'(2))]; [h('$VAR'(15),'$VAR'(12),'$VAR'(16)),f('$VAR'(17)),g('$VAR'(13),R),h('$VAR'(17),'$VAR'(13),R),h('$VAR'(16),'$VAR'(12),'$VAR'(13)),h('$VAR'(16),'$VAR'(15),'$VAR'(17)),i('$VAR'(17),R),f('$VAR'(16)),g('$VAR'(11),'$VAR'(13)),g('$VAR'(17),'$VAR'(16)),i('$VAR'(14),'$VAR'(17)),f('$VAR'(13))];15;12;1814400;86400;
 [f('$VAR'(5)),f('$VAR'(9)),g('$VAR'(4),'$VAR'(1)),h('$VAR'(8),'$VAR'(5),'$VAR'(10)),i('$VAR'(10),'$VAR'(1)),h('$VAR'(3),'$VAR'(1),'$VAR'(9)),f('$VAR'(9)),h('$VAR'(3),'$VAR'(9),'$VAR'(10)),f('$VAR'(1)),h('$VAR'(7),'$VAR'(5),'$VAR'(1)),f('$VAR'(10)),f('$VAR'(9)),f('$VAR'(4)),i('$VAR'(7),'$VAR'(10)),g('$VAR'(7),'$VAR'(7)),i('$VAR'(6),'$VAR'(1)),h('$VAR'(9),'$VAR'(7),'$VAR'(10)),i('$VAR'(1),'$VAR'(2)),f('$VAR'(5))]; [f('$VAR'(11)),h('$VAR'(16),'$VAR'(12),'$VAR'(12)),g('$VAR'(12),'$VAR'(15)),g('$VAR'(17),'$VAR'(11)),i(S,'$VAR'(13)),h('$VAR'(15),R,'$VAR'(17)),f('$VAR'(11)),f('$VAR'(11)),i('$VAR'(14),'$VAR'(14)),h('$VAR'(17),S,'$VAR'(14)),g('$VAR'(13),'$VAR'(15))];19;11;1814400;80640;
 [g('$VAR'(8),'$VAR'(10)),f('$VAR'(10)),h('$VAR'(6),'$VAR'(6),'$VAR'(10)),f('$VAR'(3)),i('$VAR'(1),'$VAR'(8)),i('$VAR'(3),'$VAR'(8)),f('$VAR'(4)),f('$VAR'(7)),f('$VAR'(4)),g('$VAR'(2),'$VAR'(6)),i('$VAR'(8),'$VAR'(9)),g('$VAR'(7),'$VAR'(9)),g('$VAR'(8),'$VAR'(9)),i('$VAR'(6),'$VAR'(3)),i('$VAR'(7),'$VAR'(9)),i('$VAR'(2),'$VAR'(10)),g('$VAR'(2),'$VAR'(7)),g('$VAR'(6),'$VAR'(1)),g('$VAR'(4),'$VAR'(6))]; [h('$VAR'(16),T,'$VAR'(17)),i('$VAR'(16),'$VAR'(13)),g(S,'$VAR'(11)),h('$VAR'(14),'$VAR'(14),'$VAR'(17)),g(S,'$VAR'(15)),f('$VAR'(17)),h(R,'$VAR'(14),'$VAR'(14)),f('$VAR'(16)),f('$VAR'(12)),h('$VAR'(16),S,'$VAR'(16)),i(T,'$VAR'(15))];19;11;362880;75600;
 [f('$VAR'(9)),i('$VAR'(7),'$VAR'(8)),g('$VAR'(6),'$VAR'(2)),h('$VAR'(4),'$VAR'(4),'$VAR'(7)),f('$VAR'(2)),i('$VAR'(5),'$VAR'(7)),h('$VAR'(1),'$VAR'(1),'$VAR'(9)),i('$VAR'(6),'$VAR'(7)),i('$VAR'(6),'$VAR'(4)),i('$VAR'(3),'$VAR'(8)),h('$VAR'(8),'$VAR'(6),'$VAR'(1)),g('$VAR'(8),'$VAR'(1)),h('$VAR'(8),'$VAR'(9),'$VAR'(9)),f('$VAR'(7)),g('$VAR'(4),'$VAR'(6)),i('$VAR'(2),'$VAR'(2)),g('$VAR'(4),'$VAR'(7))]; [g('$VAR'(12),'$VAR'(14)),g(S,'$VAR'(11)),h(R,'$VAR'(17),'$VAR'(15)),h('$VAR'(11),'$VAR'(14),S),h(S,R,'$VAR'(12)),i('$VAR'(11),'$VAR'(14)),f('$VAR'(13)),i('$VAR'(16),'$VAR'(16)),i(R,'$VAR'(11)),g('$VAR'(11),'$VAR'(13)),h('$VAR'(14),'$VAR'(17),S),i('$VAR'(16),'$VAR'(12)),h(T,T,S),i('$VAR'(15),'$VAR'(14))];17;14;3628800;69120;
 [h('$VAR'(9),'$VAR'(7),'$VAR'(3)),f('$VAR'(2)),i('$VAR'(1),'$VAR'(4)),g('$VAR'(10),'$VAR'(8)),h('$VAR'(5),'$VAR'(4),'$VAR'(9)),h('$VAR'(10),'$VAR'(6),'$VAR'(10)),i('$VAR'(8),'$VAR'(9)),i('$VAR'(6),'$VAR'(8)),h('$VAR'(3),'$VAR'(1),'$VAR'(6)),g('$VAR'(2),'$VAR'(2)),h('$VAR'(9),'$VAR'(6),'$VAR'(7)),i('$VAR'(4),'$VAR'(1)),g('$VAR'(4),'$VAR'(6)),f('$VAR'(10)),g('$VAR'(10),'$VAR'(7)),f('$VAR'(6))]; [i(T,'$VAR'(14)),f('$VAR'(13)),i(S,'$VAR'(11)),f(R),f('$VAR'(12)),h('$VAR'(16),'$VAR'(16),S),f('$VAR'(13)),f('$VAR'(14)),g(T,'$VAR'(17)),g('$VAR'(16),'$VAR'(13)),f(T),i(S,'$VAR'(14)),h('$VAR'(13),'$VAR'(15),'$VAR'(14)),i('$VAR'(17),T)];16;14;3628800;69120;
 [i('$VAR'(10),'$VAR'(2)),f('$VAR'(5)),i('$VAR'(3),'$VAR'(10)),i('$VAR'(3),'$VAR'(2)),i('$VAR'(10),'$VAR'(6)),f('$VAR'(8)),f('$VAR'(7)),f('$VAR'(10)),i('$VAR'(3),'$VAR'(1)),f('$VAR'(1)),g('$VAR'(1),'$VAR'(3)),g('$VAR'(6),'$VAR'(1)),i('$VAR'(3),'$VAR'(9)),f('$VAR'(6)),g('$VAR'(10),'$VAR'(10)),g('$VAR'(8),'$VAR'(2)),g('$VAR'(10),'$VAR'(4)),g('$VAR'(7),'$VAR'(5)),h('$VAR'(6),'$VAR'(8),'$VAR'(5))]; [f('$VAR'(16)),g('$VAR'(11),'$VAR'(16)),i('$VAR'(11),'$VAR'(12)),f('$VAR'(12)),f('$VAR'(15)),f('$VAR'(13)),i('$VAR'(13),'$VAR'(14))];19;7;151200;54000;
 [g('$VAR'(4),'$VAR'(4)),h('$VAR'(2),'$VAR'(2),'$VAR'(4)),f('$VAR'(8)),g('$VAR'(10),'$VAR'(9)),g('$VAR'(1),'$VAR'(1)),h('$VAR'(1),'$VAR'(4),'$VAR'(9)),g('$VAR'(1),'$VAR'(8)),g('$VAR'(8),'$VAR'(5)),i('$VAR'(7),'$VAR'(9)),h('$VAR'(1),'$VAR'(4),'$VAR'(3)),h('$VAR'(4),'$VAR'(2),'$VAR'(8)),f('$VAR'(6)),h('$VAR'(1),'$VAR'(1),'$VAR'(9)),i('$VAR'(6),'$VAR'(2)),h('$VAR'(8),'$VAR'(4),'$VAR'(4)),i('$VAR'(8),'$VAR'(4)),f('$VAR'(8))]; [i('$VAR'(12),S),h('$VAR'(14),'$VAR'(15),S),i('$VAR'(14),'$VAR'(11)),f('$VAR'(11)),f('$VAR'(11)),h('$VAR'(12),'$VAR'(11),'$VAR'(13)),g('$VAR'(11),'$VAR'(17)),i('$VAR'(13),'$VAR'(17)),f(S),g('$VAR'(13),'$VAR'(12)),i('$VAR'(16),'$VAR'(11)),h('$VAR'(12),'$VAR'(11),'$VAR'(11)),i(R,'$VAR'(17)),g(R,'$VAR'(16)),f('$VAR'(17))];17;15;3628800;51840;
 [h('$VAR'(4),'$VAR'(3),'$VAR'(2)),i('$VAR'(5),'$VAR'(8)),f('$VAR'(4)),h('$VAR'(1),'$VAR'(1),'$VAR'(7)),h('$VAR'(8),'$VAR'(4),'$VAR'(4)),g('$VAR'(6),'$VAR'(6)),h('$VAR'(10),'$VAR'(4),'$VAR'(10)),g('$VAR'(6),'$VAR'(10)),i('$VAR'(7),'$VAR'(7)),h('$VAR'(4),'$VAR'(1),'$VAR'(5)),i('$VAR'(8),'$VAR'(6)),h('$VAR'(3),'$VAR'(7),'$VAR'(4)),f('$VAR'(2)),i('$VAR'(2),'$VAR'(3)),h('$VAR'(6),'$VAR'(5),'$VAR'(2)),g('$VAR'(10),'$VAR'(10)),i('$VAR'(4),'$VAR'(3))]; [h(R,S,'$VAR'(11)),h('$VAR'(16),'$VAR'(16),R),g('$VAR'(12),'$VAR'(14)),h('$VAR'(13),'$VAR'(12),'$VAR'(13)),f('$VAR'(11)),i('$VAR'(13),'$VAR'(14)),f('$VAR'(17)),f('$VAR'(12)),h('$VAR'(15),'$VAR'(11),'$VAR'(12)),h('$VAR'(15),S,'$VAR'(13)),i(S,R),h(T,'$VAR'(11),'$VAR'(14)),h('$VAR'(17),S,'$VAR'(12)),i('$VAR'(15),'$VAR'(13)),h(S,'$VAR'(15),'$VAR'(14)),i('$VAR'(14),'$VAR'(16))];17;16;3628800;51840;
 [i('$VAR'(5),'$VAR'(7)),f('$VAR'(4)),g('$VAR'(5),'$VAR'(2)),h('$VAR'(2),'$VAR'(1),'$VAR'(1)),h('$VAR'(3),'$VAR'(1),'$VAR'(10)),i('$VAR'(5),'$VAR'(3)),g('$VAR'(1),'$VAR'(1)),i('$VAR'(4),'$VAR'(4)),g('$VAR'(4),'$VAR'(5)),g('$VAR'(8),'$VAR'(8)),i('$VAR'(7),'$VAR'(9)),i('$VAR'(2),'$VAR'(3)),g('$VAR'(2),'$VAR'(2)),h('$VAR'(3),'$VAR'(8),'$VAR'(1)),f('$VAR'(1)),f('$VAR'(4)),h('$VAR'(10),'$VAR'(3),'$VAR'(10)),g('$VAR'(6),'$VAR'(7))]; [f(T),f('$VAR'(15)),h(T,'$VAR'(16),R),f('$VAR'(14)),g(S,'$VAR'(13)),g(T,T),f('$VAR'(13)),h('$VAR'(13),R,'$VAR'(12)),i('$VAR'(11),'$VAR'(17)),h('$VAR'(11),'$VAR'(13),'$VAR'(11)),f('$VAR'(14)),g('$VAR'(12),R),h('$VAR'(15),'$VAR'(11),R),h('$VAR'(14),'$VAR'(15),'$VAR'(14))];18;14;3628800;51840;
 [f('$VAR'(10)),h('$VAR'(10),'$VAR'(4),'$VAR'(8)),g('$VAR'(4),'$VAR'(9)),g('$VAR'(6),'$VAR'(7)),f('$VAR'(6)),i('$VAR'(5),'$VAR'(2)),i('$VAR'(6),'$VAR'(9)),g('$VAR'(8),'$VAR'(7)),h('$VAR'(4),'$VAR'(1),'$VAR'(5)),f('$VAR'(8)),f('$VAR'(9)),g('$VAR'(4),'$VAR'(5)),h('$VAR'(9),'$VAR'(9),'$VAR'(10)),h('$VAR'(1),'$VAR'(2),'$VAR'(8))]; [g('$VAR'(14),'$VAR'(11)),i(R,S),i(S,'$VAR'(12)),i('$VAR'(15),S),f('$VAR'(17)),g('$VAR'(12),'$VAR'(16)),f(T),h(R,'$VAR'(17),'$VAR'(12)),h('$VAR'(17),'$VAR'(13),'$VAR'(17)),i('$VAR'(15),'$VAR'(12)),f('$VAR'(12)),f(T),i(T,'$VAR'(17)),i('$VAR'(15),'$VAR'(14)),h('$VAR'(16),S,'$VAR'(11))];14;15;362880;51840;
 [g('$VAR'(4),'$VAR'(3)),g('$VAR'(1),'$VAR'(6)),f('$VAR'(3)),i('$VAR'(3),'$VAR'(4)),i('$VAR'(6),'$VAR'(6)),h('$VAR'(1),'$VAR'(2),'$VAR'(3)),f('$VAR'(2)),f('$VAR'(9)),i('$VAR'(4),'$VAR'(9)),h('$VAR'(7),'$VAR'(5),'$VAR'(4)),g('$VAR'(3),'$VAR'(5))]; [h('$VAR'(12),'$VAR'(17),S),h('$VAR'(11),'$VAR'(12),R),i('$VAR'(13),'$VAR'(17)),f(S),h('$VAR'(15),'$VAR'(14),'$VAR'(17)),g('$VAR'(13),'$VAR'(17)),i('$VAR'(14),'$VAR'(16)),g('$VAR'(17),'$VAR'(14)),f('$VAR'(11)),g('$VAR'(13),'$VAR'(17)),h('$VAR'(12),R,R),f(R),f('$VAR'(15)),g('$VAR'(17),'$VAR'(14)),i('$VAR'(11),'$VAR'(14)),g(R,R),f('$VAR'(11))];11;17;362880;51840;
 [i('$VAR'(10),'$VAR'(4)),g('$VAR'(9),'$VAR'(5)),i('$VAR'(8),'$VAR'(10)),g('$VAR'(7),'$VAR'(4)),i('$VAR'(7),'$VAR'(6)),i('$VAR'(9),'$VAR'(9)),g('$VAR'(10),'$VAR'(6)),f('$VAR'(9)),i('$VAR'(10),'$VAR'(7))]; [g('$VAR'(17),'$VAR'(16)),g('$VAR'(13),'$VAR'(11)),g('$VAR'(13),R),i(T,'$VAR'(12)),i(R,'$VAR'(11)),g('$VAR'(15),'$VAR'(17)),g('$VAR'(14),'$VAR'(11)),i('$VAR'(16),T),g('$VAR'(11),'$VAR'(15)),h('$VAR'(11),'$VAR'(14),T),h('$VAR'(13),T,'$VAR'(14)),h(R,'$VAR'(13),'$VAR'(17)),i('$VAR'(15),T),f('$VAR'(12)),i('$VAR'(13),R),g('$VAR'(14),'$VAR'(12)),f('$VAR'(15)),h(S,'$VAR'(16),T),h('$VAR'(12),'$VAR'(11),'$VAR'(16))];9;19;181440;50400;
 [i('$VAR'(9),'$VAR'(7)),i('$VAR'(8),'$VAR'(2)),h('$VAR'(7),'$VAR'(6),'$VAR'(4)),f('$VAR'(9)),f('$VAR'(4)),h('$VAR'(2),'$VAR'(9),'$VAR'(8)),i('$VAR'(3),'$VAR'(8)),i('$VAR'(3),'$VAR'(3)),f('$VAR'(10)),f('$VAR'(1)),g('$VAR'(4),'$VAR'(5)),h('$VAR'(1),'$VAR'(3),'$VAR'(7)),i('$VAR'(10),'$VAR'(5)),f('$VAR'(7)),i('$VAR'(9),'$VAR'(1)),g('$VAR'(4),'$VAR'(6)),f('$VAR'(3))]; [f(R),g('$VAR'(14),'$VAR'(17)),f('$VAR'(17)),h(S,T,'$VAR'(14)),i(R,'$VAR'(17)),f('$VAR'(13)),i('$VAR'(16),'$VAR'(15)),g('$VAR'(11),'$VAR'(12)),g(S,'$VAR'(16))];17;9;3628800;43200;
 [h('$VAR'(3),'$VAR'(7),'$VAR'(9)),f('$VAR'(9)),f('$VAR'(10)),i('$VAR'(4),'$VAR'(3)),i('$VAR'(10),'$VAR'(6)),i('$VAR'(8),'$VAR'(7)),f('$VAR'(4)),g('$VAR'(9),'$VAR'(3)),h('$VAR'(1),'$VAR'(10),'$VAR'(3)),i('$VAR'(6),'$VAR'(3)),g('$VAR'(8),'$VAR'(7)),f('$VAR'(5)),f('$VAR'(6)),g('$VAR'(2),'$VAR'(3)),i('$VAR'(3),'$VAR'(9)),i('$VAR'(8),'$VAR'(5)),h('$VAR'(8),'$VAR'(8),'$VAR'(5)),g('$VAR'(9),'$VAR'(7))]; [h('$VAR'(15),'$VAR'(17),'$VAR'(15)),f(R),h(R,'$VAR'(11),'$VAR'(15)),g('$VAR'(11),R),h('$VAR'(14),'$VAR'(16),'$VAR'(13)),i('$VAR'(11),'$VAR'(16)),h('$VAR'(12),S,'$VAR'(15)),h('$VAR'(14),'$VAR'(17),R),h('$VAR'(12),S,'$VAR'(14)),f(R),f('$VAR'(12)),h(R,S,'$VAR'(14))];18;12;3628800;43200;
